Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SAINC1-2,22000,Louisiana,2000,Population (persons),Number of persons,0,"4,471,885",,4471885.0
SAINC1-3,23000,Maine,2000,Per capita personal income (dollars),Dollars,0,"27,491",,27491.0
SAINC1-2,23000,Maine,2000,Population (persons),Number of persons,0,"1,277,072",,1277072.0
SAINC1-3,24000,Maryland,2000,Per capita personal income (dollars),Dollars,0,"35,591",,35591.0
SAINC1-2,24000,Maryland,2000,Population (persons),Number of persons,0,"5,311,034",,5311034.0
SAINC1-3,25000,Massachusetts,2000,Per capita personal income (dollars),Dollars,0,"38,594",,38594.0
SAINC1-2,25000,Massachusetts,2000,Population (persons),Number of persons,0,"6,361,104",,6361104.0
SAINC1-3,26000,Michigan,2000,Per capita personal income (dollars),Dollars,0,"30,344",,30344.0
SAINC1-2,26000,Michigan,2000,Population (persons),Number of persons,0,"9,952,450",,9952450.0
SAINC1-3,27000,Minnesota,2000,Per capita personal income (dollars),Dollars,0,"32,448",,32448.0
SAINC1-2,27000,Minnesota,2000,Population (persons),Number of persons,0,"4,933,692",,4933692.0
SAINC1-3,28000,Mississippi,2000,Per capita personal income (dollars),Dollars,0,"21,681",,21681.0
SAINC1-2,28000,Mississippi,2000,Population (persons),Number of persons,0,"2,848,353",,2848353.0
SAINC1-3,29000,Missouri,2000,Per capita personal income (dollars),Dollars,0,"27,941",,27941.0
SAINC1-2,29000,Missouri,2000,Population (persons),Number of persons,0,"5,607,285",,5607285.0
SAINC1-3,30000,Montana,2000,Per capita personal income (dollars),Dollars,0,"23,081",,23081.0
SAINC1-2,30000,Montana,2000,Population (persons),Number of persons,0,"903,773",,903773.0
SAINC1-3,31000,Nebraska,2000,Per capita personal income (dollars),Dollars,0,"29,039",,29039.0
SAINC1-2,31000,Nebraska,2000,Population (persons),Number of persons,0,"1,713,820",,1713820.0
SAINC1-3,32000,Nevada,2000,Per capita personal income (dollars),Dollars,0,"31,986",,31986.0
SAINC1-2,32000,Nevada,2000,Population (persons),Number of persons,0,"2,018,741",,2018741.0
SAINC1-3,33000,New Hampshire,2000,Per capita personal income (dollars),Dollars,0,"35,335",,35335.0
SAINC1-2,33000,New Hampshire,2000,Population (persons),Number of persons,0,"1,239,882",,1239882.0
SAINC1-3,34000,New Jersey,2000,Per capita personal income (dollars),Dollars,0,"39,216",,39216.0
SAINC1-2,34000,New Jersey,2000,Population (persons),Number of persons,0,"8,430,621",,8430621.0
SAINC1-3,35000,New Mexico,2000,Per capita personal income (dollars),Dollars,0,"23,102",,23102.0
SAINC1-2,35000,New Mexico,2000,Population (persons),Number of persons,0,"1,821,204",,1821204.0
SAINC1-3,36000,New York,2000,Per capita personal income (dollars),Dollars,0,"36,090",,36090.0
SAINC1-2,36000,New York,2000,Population (persons),Number of persons,0,"19,001,780",,19001780.0
SAINC1-3,37000,North Carolina,2000,Per capita personal income (dollars),Dollars,0,"27,510",,27510.0
SAINC1-2,37000,North Carolina,2000,Population (persons),Number of persons,0,"8,081,614",,8081614.0
SAINC1-3,38000,North Dakota,2000,Per capita personal income (dollars),Dollars,0,"25,892",,25892.0
SAINC1-2,38000,North Dakota,2000,Population (persons),Number of persons,0,"642,023",,642023.0
SAINC1-3,39000,Ohio,2000,Per capita personal income (dollars),Dollars,0,"28,598",,28598.0
SAINC1-2,39000,Ohio,2000,Population (persons),Number of persons,0,"11,363,543",,11363543.0
SAINC1-3,40000,Oklahoma,2000,Per capita personal income (dollars),Dollars,0,"24,178",,24178.0
SAINC1-2,40000,Oklahoma,2000,Population (persons),Number of persons,0,"3,454,365",,3454365.0
SAINC1-3,41000,Oregon,2000,Per capita personal income (dollars),Dollars,0,"28,386",,28386.0
SAINC1-2,41000,Oregon,2000,Population (persons),Number of persons,0,"3,429,708",,3429708.0
SAINC1-3,42000,Pennsylvania,2000,Per capita personal income (dollars),Dollars,0,"30,443",,30443.0
SAINC1-2,42000,Pennsylvania,2000,Population (persons),Number of persons,0,"12,284,173",,12284173.0
SAINC1-3,44000,Rhode Island,2000,Per capita personal income (dollars),Dollars,0,"30,417",,30417.0
SAINC1-2,44000,Rhode Island,2000,Population (persons),Number of persons,0,"1,050,268",,1050268.0
SAINC1-3,45000,South Carolina,2000,Per capita personal income (dollars),Dollars,0,"25,133",,25133.0
SAINC1-2,45000,South Carolina,2000,Population (persons),Number of persons,0,"4,024,223",,4024223.0
SAINC1-3,46000,South Dakota,2000,Per capita personal income (dollars),Dollars,0,"26,825",,26825.0
SAINC1-2,46000,South Dakota,2000,Population (persons),Number of persons,0,"755,844",,755844.0
SAINC1-3,47000,Tennessee,2000,Per capita personal income (dollars),Dollars,0,"27,066",,27066.0
SAINC1-2,47000,Tennessee,2000,Population (persons),Number of persons,0,"5,703,719",,5703719.0
SAINC1-3,48000,Texas,2000,Per capita personal income (dollars),Dollars,0,"28,383",,28383.0
SAINC1-2,48000,Texas,2000,Population (persons),Number of persons,0,"20,944,499",,20944499.0
SAINC1-3,49000,Utah,2000,Per capita personal income (dollars),Dollars,0,"24,260",,24260.0
SAINC1-2,49000,Utah,2000,Population (persons),Number of persons,0,"2,244,502",,2244502.0
SAINC1-3,50000,Vermont,2000,Per capita personal income (dollars),Dollars,0,"29,014",,29014.0
SAINC1-2,50000,Vermont,2000,Population (persons),Number of persons,0,"609,618",,609618.0
SAINC1-3,51000,Virginia,2000,Per capita personal income (dollars),Dollars,0,"32,715",,32715.0
SAINC1-2,51000,Virginia,2000,Population (persons),Number of persons,0,"7,105,817",,7105817.0
SAINC1-3,53000,Washington,2000,Per capita personal income (dollars),Dollars,0,"32,723",,32723.0
SAINC1-2,53000,Washington,2000,Population (persons),Number of persons,0,"5,910,512",,5910512.0
SAINC1-3,54000,West Virginia,2000,Per capita personal income (dollars),Dollars,0,"22,317",,22317.0
SAINC1-2,54000,West Virginia,2000,Population (persons),Number of persons,0,"1,807,021",,1807021.0
SAINC1-3,55000,Wisconsin,2000,Per capita personal income (dollars),Dollars,0,"29,556",,29556.0
SAINC1-2,55000,Wisconsin,2000,Population (persons),Number of persons,0,"5,373,999",,5373999.0
SAINC1-3,56000,Wyoming,2000,Per capita personal income (dollars),Dollars,0,"29,607",,29607.0
SAINC1-2,56000,Wyoming,2000,Population (persons),Number of persons,0,"494,300",,494300.0
SAINC1-3,01000,Alabama,2001,Per capita personal income (dollars),Dollars,0,"25,057",,25057.0
SAINC1-2,01000,Alabama,2001,Population (persons),Number of persons,0,"4,467,634",,4467634.0
SAINC1-3,02000,Alaska *,2001,Per capita personal income (dollars),Dollars,0,"33,626",*,33626.0
SAINC1-2,02000,Alaska *,2001,Population (persons),Number of persons,0,"633,714",*,633714.0
SAINC1-3,04000,Arizona,2001,Per capita personal income (dollars),Dollars,0,"27,008",,27008.0
SAINC1-2,04000,Arizona,2001,Population (persons),Number of persons,0,"5,273,477",,5273477.0
SAINC1-3,05000,Arkansas,2001,Per capita personal income (dollars),Dollars,0,"23,873",,23873.0
SAINC1-2,05000,Arkansas,2001,Population (persons),Number of persons,0,"2,691,571",,2691571.0
SAINC1-3,06000,California,2001,Per capita personal income (dollars),Dollars,0,"34,046",,34046.0
SAINC1-2,06000,California,2001,Population (persons),Number of persons,0,"34,479,458",,34479458.0
SAINC1-3,08000,Colorado,2001,Per capita personal income (dollars),Dollars,0,"34,897",,34897.0
SAINC1-2,08000,Colorado,2001,Population (persons),Number of persons,0,"4,425,687",,4425687.0
SAINC1-3,09000,Connecticut,2001,Per capita personal income (dollars),Dollars,0,"45,153",,45153.0
SAINC1-2,09000,Connecticut,2001,Population (persons),Number of persons,0,"3,432,835",,3432835.0
SAINC1-3,10000,Delaware,2001,Per capita personal income (dollars),Dollars,0,"36,922",,36922.0
SAINC1-2,10000,Delaware,2001,Population (persons),Number of persons,0,"795,699",,795699.0
SAINC1-3,11000,District of Columbia,2001,Per capita personal income (dollars),Dollars,0,"44,871",,44871.0
SAINC1-2,11000,District of Columbia,2001,Population (persons),Number of persons,0,"574,504",,574504.0
SAINC1-3,12000,Florida,2001,Per capita personal income (dollars),Dollars,0,"30,418",,30418.0
SAINC1-2,12000,Florida,2001,Population (persons),Number of persons,0,"16,356,966",,16356966.0
SAINC1-3,13000,Georgia,2001,Per capita personal income (dollars),Dollars,0,"29,762",,29762.0
SAINC1-2,13000,Georgia,2001,Population (persons),Number of persons,0,"8,377,038",,8377038.0
SAINC1-3,15000,Hawaii *,2001,Per capita personal income (dollars),Dollars,0,"30,229",*,30229.0
SAINC1-2,15000,Hawaii *,2001,Population (persons),Number of persons,0,"1,225,948",*,1225948.0
SAINC1-3,16000,Idaho,2001,Per capita personal income (dollars),Dollars,0,"25,799",,25799.0
SAINC1-2,16000,Idaho,2001,Population (persons),Number of persons,0,"1,319,962",,1319962.0
SAINC1-3,17000,Illinois,2001,Per capita personal income (dollars),Dollars,0,"34,299",,34299.0
SAINC1-2,17000,Illinois,2001,Population (persons),Number of persons,0,"12,488,445",,12488445.0
SAINC1-3,18000,Indiana,2001,Per capita personal income (dollars),Dollars,0,"28,639",,28639.0
SAINC1-2,18000,Indiana,2001,Population (persons),Number of persons,0,"6,127,760",,6127760.0
SAINC1-3,19000,Iowa,2001,Per capita personal income (dollars),Dollars,0,"28,162",,28162.0
SAINC1-2,19000,Iowa,2001,Population (persons),Number of persons,0,"2,931,997",,2931997.0
SAINC1-3,20000,Kansas,2001,Per capita personal income (dollars),Dollars,0,"29,112",,29112.0
SAINC1-2,20000,Kansas,2001,Population (persons),Number of persons,0,"2,702,162",,2702162.0
SAINC1-3,21000,Kentucky,2001,Per capita personal income (dollars),Dollars,0,"25,596",,25596.0
SAINC1-2,21000,Kentucky,2001,Population (persons),Number of persons,0,"4,068,132",,4068132.0
SAINC1-3,22000,Louisiana,2001,Per capita personal income (dollars),Dollars,0,"25,663",,25663.0
SAINC1-2,22000,Louisiana,2001,Population (persons),Number of persons,0,"4,477,875",,4477875.0
SAINC1-3,23000,Maine,2001,Per capita personal income (dollars),Dollars,0,"28,824",,28824.0
SAINC1-2,23000,Maine,2001,Population (persons),Number of persons,0,"1,285,692",,1285692.0
SAINC1-3,24000,Maryland,2001,Per capita personal income (dollars),Dollars,0,"37,076",,37076.0
SAINC1-2,24000,Maryland,2001,Population (persons),Number of persons,0,"5,374,691",,5374691.0
SAINC1-3,25000,Massachusetts,2001,Per capita personal income (dollars),Dollars,0,"39,872",,39872.0
SAINC1-2,25000,Massachusetts,2001,Population (persons),Number of persons,0,"6,397,634",,6397634.0
SAINC1-3,26000,Michigan,2001,Per capita personal income (dollars),Dollars,0,"30,749",,30749.0
SAINC1-2,26000,Michigan,2001,Population (persons),Number of persons,0,"9,991,120",,9991120.0
SAINC1-3,27000,Minnesota,2001,Per capita personal income (dollars),Dollars,0,"33,490",,33490.0
SAINC1-2,27000,Minnesota,2001,Population (persons),Number of persons,0,"4,982,796",,4982796.0
SAINC1-3,28000,Mississippi,2001,Per capita personal income (dollars),Dollars,0,"22,845",,22845.0
SAINC1-2,28000,Mississippi,2001,Population (persons),Number of persons,0,"2,852,994",,2852994.0
SAINC1-3,29000,Missouri,2001,Per capita personal income (dollars),Dollars,0,"28,690",,28690.0
SAINC1-2,29000,Missouri,2001,Population (persons),Number of persons,0,"5,641,142",,5641142.0
SAINC1-3,30000,Montana,2001,Per capita personal income (dollars),Dollars,0,"23,996",,23996.0
SAINC1-2,30000,Montana,2001,Population (persons),Number of persons,0,"906,961",,906961.0
SAINC1-3,31000,Nebraska,2001,Per capita personal income (dollars),Dollars,0,"30,275",,30275.0
SAINC1-2,31000,Nebraska,2001,Population (persons),Number of persons,0,"1,719,836",,1719836.0
SAINC1-3,32000,Nevada,2001,Per capita personal income (dollars),Dollars,0,"32,461",,32461.0
SAINC1-2,32000,Nevada,2001,Population (persons),Number of persons,0,"2,098,399",,2098399.0
SAINC1-3,33000,New Hampshire,2001,Per capita personal income (dollars),Dollars,0,"36,747",,36747.0
SAINC1-2,33000,New Hampshire,2001,Population (persons),Number of persons,0,"1,255,517",,1255517.0
SAINC1-3,34000,New Jersey,2001,Per capita personal income (dollars),Dollars,0,"40,245",,40245.0
SAINC1-2,34000,New Jersey,2001,Population (persons),Number of persons,0,"8,492,671",,8492671.0
SAINC1-3,35000,New Mexico,2001,Per capita personal income (dollars),Dollars,0,"24,601",,24601.0
SAINC1-2,35000,New Mexico,2001,Population (persons),Number of persons,0,"1,831,690",,1831690.0
SAINC1-3,36000,New York,2001,Per capita personal income (dollars),Dollars,0,"37,283",,37283.0
SAINC1-2,36000,New York,2001,Population (persons),Number of persons,0,"19,082,838",,19082838.0
SAINC1-3,37000,North Carolina,2001,Per capita personal income (dollars),Dollars,0,"27,838",,27838.0
SAINC1-2,37000,North Carolina,2001,Population (persons),Number of persons,0,"8,210,122",,8210122.0
SAINC1-3,38000,North Dakota,2001,Per capita personal income (dollars),Dollars,0,"26,541",,26541.0
SAINC1-2,38000,North Dakota,2001,Population (persons),Number of persons,0,"639,062",,639062.0
SAINC1-3,39000,Ohio,2001,Per capita personal income (dollars),Dollars,0,"29,323",,29323.0
SAINC1-2,39000,Ohio,2001,Population (persons),Number of persons,0,"11,387,404",,11387404.0
SAINC1-3,40000,Oklahoma,2001,Per capita personal income (dollars),Dollars,0,"25,608",,25608.0
SAINC1-2,40000,Oklahoma,2001,Population (persons),Number of persons,0,"3,467,100",,3467100.0
SAINC1-3,41000,Oregon,2001,Per capita personal income (dollars),Dollars,0,"28,829",,28829.0
SAINC1-2,41000,Oregon,2001,Population (persons),Number of persons,0,"3,467,937",,3467937.0
SAINC1-3,42000,Pennsylvania,2001,Per capita personal income (dollars),Dollars,0,"31,634",,31634.0
SAINC1-2,42000,Pennsylvania,2001,Population (persons),Number of persons,0,"12,298,970",,12298970.0
SAINC1-3,44000,Rhode Island,2001,Per capita personal income (dollars),Dollars,0,"31,815",,31815.0
SAINC1-2,44000,Rhode Island,2001,Population (persons),Number of persons,0,"1,057,142",,1057142.0
SAINC1-3,45000,South Carolina,2001,Per capita personal income (dollars),Dollars,0,"25,737",,25737.0
SAINC1-2,45000,South Carolina,2001,Population (persons),Number of persons,0,"4,064,995",,4064995.0
SAINC1-3,46000,South Dakota,2001,Per capita personal income (dollars),Dollars,0,"27,645",,27645.0
SAINC1-2,46000,South Dakota,2001,Population (persons),Number of persons,0,"757,972",,757972.0
SAINC1-3,47000,Tennessee,2001,Per capita personal income (dollars),Dollars,0,"27,541",,27541.0
SAINC1-2,47000,Tennessee,2001,Population (persons),Number of persons,0,"5,750,789",,5750789.0
SAINC1-3,48000,Texas,2001,Per capita personal income (dollars),Dollars,0,"29,644",,29644.0
SAINC1-2,48000,Texas,2001,Population (persons),Number of persons,0,"21,319,622",,21319622.0
SAINC1-3,49000,Utah,2001,Per capita personal income (dollars),Dollars,0,"24,925",,24925.0
SAINC1-2,49000,Utah,2001,Population (persons),Number of persons,0,"2,283,715",,2283715.0
SAINC1-3,50000,Vermont,2001,Per capita personal income (dollars),Dollars,0,"30,716",,30716.0
SAINC1-2,50000,Vermont,2001,Population (persons),Number of persons,0,"612,223",,612223.0
SAINC1-3,51000,Virginia,2001,Per capita personal income (dollars),Dollars,0,"34,001",,34001.0
SAINC1-2,51000,Virginia,2001,Population (persons),Number of persons,0,"7,198,362",,7198362.0
SAINC1-3,53000,Washington,2001,Per capita personal income (dollars),Dollars,0,"33,084",,33084.0
SAINC1-2,53000,Washington,2001,Population (persons),Number of persons,0,"5,985,722",,5985722.0
SAINC1-3,54000,West Virginia,2001,Per capita personal income (dollars),Dollars,0,"23,754",,23754.0
SAINC1-2,54000,West Virginia,2001,Population (persons),Number of persons,0,"1,801,481",,1801481.0
SAINC1-3,55000,Wisconsin,2001,Per capita personal income (dollars),Dollars,0,"30,841",,30841.0
SAINC1-2,55000,Wisconsin,2001,Population (persons),Number of persons,0,"5,406,835",,5406835.0
SAINC1-3,56000,Wyoming,2001,Per capita personal income (dollars),Dollars,0,"31,347",,31347.0
SAINC1-2,56000,Wyoming,2001,Population (persons),Number of persons,0,"494,657",,494657.0
SAINC1-3,01000,Alabama,2002,Per capita personal income (dollars),Dollars,0,"25,648",,25648.0
SAINC1-2,01000,Alabama,2002,Population (persons),Number of persons,0,"4,480,089",,4480089.0
SAINC1-3,02000,Alaska *,2002,Per capita personal income (dollars),Dollars,0,"34,756",*,34756.0
SAINC1-2,02000,Alaska *,2002,Population (persons),Number of persons,0,"642,337",*,642337.0
SAINC1-3,04000,Arizona,2002,Per capita personal income (dollars),Dollars,0,"27,353",,27353.0
SAINC1-2,04000,Arizona,2002,Population (persons),Number of persons,0,"5,396,255",,5396255.0
SAINC1-3,05000,Arkansas,2002,Per capita personal income (dollars),Dollars,0,"24,306",,24306.0
SAINC1-2,05000,Arkansas,2002,Population (persons),Number of persons,0,"2,705,927",,2705927.0
SAINC1-3,06000,California,2002,Per capita personal income (dollars),Dollars,0,"34,131",,34131.0
SAINC1-2,06000,California,2002,Population (persons),Number of persons,0,"34,871,843",,34871843.0
SAINC1-3,08000,Colorado,2002,Per capita personal income (dollars),Dollars,0,"34,438",,34438.0
SAINC1-2,08000,Colorado,2002,Population (persons),Number of persons,0,"4,490,406",,4490406.0
SAINC1-3,09000,Connecticut,2002,Per capita personal income (dollars),Dollars,0,"44,697",,44697.0
SAINC1-2,09000,Connecticut,2002,Population (persons),Number of persons,0,"3,458,749",,3458749.0
SAINC1-3,10000,Delaware,2002,Per capita personal income (dollars),Dollars,0,"37,658",,37658.0
SAINC1-2,10000,Delaware,2002,Population (persons),Number of persons,0,"806,169",,806169.0
SAINC1-3,11000,District of Columbia,2002,Per capita personal income (dollars),Dollars,0,"45,147",,45147.0
SAINC1-2,11000,District of Columbia,2002,Population (persons),Number of persons,0,"573,158",,573158.0
SAINC1-3,12000,Florida,2002,Per capita personal income (dollars),Dollars,0,"30,810",,30810.0
SAINC1-2,12000,Florida,2002,Population (persons),Number of persons,0,"16,689,370",,16689370.0
SAINC1-3,13000,Georgia,2002,Per capita personal income (dollars),Dollars,0,"30,133",,30133.0
SAINC1-2,13000,Georgia,2002,Population (persons),Number of persons,0,"8,508,256",,8508256.0
SAINC1-3,15000,Hawaii *,2002,Per capita personal income (dollars),Dollars,0,"31,257",*,31257.0
